"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TPD522",2.4437086717207e-116,1.95162782200588,0.361,0.089,7.79103198717994e-112,"15","TPD52"
"GNB52",3.35591229322706e-116,2.26567197276933,0.332,0.08,1.06993195732665e-111,"15","GNB5"
"FOXP16",3.46753235419315e-116,1.07007842092649,0.922,0.47,1.10551866516386e-111,"15","FOXP1"
"APPL15",4.01954652636808e-116,1.96688266737869,0.493,0.164,1.28151182353667e-111,"15","APPL1"
"CCR73",1.33018580137689e-115,1.50959911682451,0.458,0.131,4.2408983719498e-111,"15","CCR7"
"SRSF25",1.97735167046807e-115,1.2727526843466,0.714,0.304,6.30419259578629e-111,"15","SRSF2"
"ARHGAP245",4.2881911369242e-115,1.01098736595839,0.468,0.131,1.36716109827417e-110,"15","ARHGAP24"
"BCL23",4.43213135627927e-115,1.20086305337535,0.619,0.212,1.41305211900896e-110,"15","BCL2"
"GPBP17",4.06745419951002e-113,1.27284271404693,0.719,0.318,1.29678574788779e-108,"15","GPBP1"
"EPC17",4.2411181235814e-113,1.27005267072095,0.775,0.355,1.35215328016022e-108,"15","EPC1"
"TMEM1563",1.02176410295386e-112,2.43427769777031,0.337,0.083,3.25758831303751e-108,"15","TMEM156"
"HHEX3",1.16691566403959e-112,2.21299531281103,0.317,0.075,3.72036052009102e-108,"15","HHEX"
"NSA27",3.76965554099259e-112,1.38742107819901,0.758,0.344,1.20184157957926e-107,"15","NSA2"
"DDX67",5.55264700685424e-111,1.19967783524052,0.798,0.394,1.77029491872527e-106,"15","DDX6"
"UBA526",1.07549620496128e-110,0.701583259616108,0.997,0.877,3.42889700065755e-106,"15","UBA52"
"TTC36",5.46170712244652e-110,1.67008287157916,0.61,0.246,1.7413014647784e-105,"15","TTC3"
"PDLIM12",8.44512679423846e-110,0.684369879749781,0.31,0.07,2.69247532453911e-105,"15","PDLIM1"
"TP53INP13",1.93976121778307e-109,1.98013132424651,0.332,0.083,6.18434671453597e-105,"15","TP53INP1"
"SNRPG8",2.1669568526071e-109,1.43051511469648,0.646,0.269,6.90869183748196e-105,"15","SNRPG"
"TAGAP2",2.34011480116541e-109,1.09786248894964,0.608,0.229,7.46075400907555e-105,"15","TAGAP"
"SYNGR26",2.52645199807698e-109,1.58007883469524,0.517,0.179,8.05483426026902e-105,"15","SYNGR2"
"NCL6",9.66917198965907e-109,1.26465735994137,0.817,0.407,3.08272541374311e-104,"15","NCL"
"SLC25A69",2.95562593423461e-108,1.02795435542214,0.922,0.505,9.42312660352679e-104,"15","SLC25A6"
"MED106",5.37804166612952e-108,1.54330880723686,0.575,0.22,1.71462724399541e-103,"15","MED10"
"IGLC21",6.71222738949257e-108,3.47571324781052,0.295,0.071,2.13999233631802e-103,"15","IGLC2"
"GLO15",9.92992089085867e-108,2.25338994484631,0.405,0.123,3.16585737842356e-103,"15","GLO1"
"HPS4",1.03603485750584e-107,2.48373831514528,0.273,0.059,3.30308633270013e-103,"15","HPS4"
"TPT14",2.05380708950399e-107,0.682355206753585,0.998,0.937,6.54794776275662e-103,"15","TPT1"
"HNRNPA05",2.44072978528856e-107,1.33843528347263,0.683,0.302,7.78153470145699e-103,"15","HNRNPA0"
"TXNIP7",6.54403810542977e-107,1.08755670565572,0.988,0.699,2.08637022877312e-102,"15","TXNIP"
"ORAI22",7.14732698497453e-107,1.16262726583417,0.48,0.153,2.27871078934958e-102,"15","ORAI2"
"KRR14",1.26538640131554e-106,1.98056396586691,0.454,0.149,4.03430492467422e-102,"15","KRR1"
"SNHG76",3.25358834905333e-106,1.81820527842915,0.551,0.213,1.03730903744518e-101,"15","SNHG7"
"WHAMM4",1.00739399359394e-105,1.75194085236252,0.483,0.166,3.2117735303762e-101,"15","WHAMM"
"SET7",3.03736125743591e-105,1.20396368705652,0.815,0.412,9.68371516095718e-101,"15","SET"
"OTUD11",7.3911183655205e-105,1.98861198168831,0.319,0.079,2.35643635729525e-100,"15","OTUD1"
"AMD16",6.70742712019703e-103,1.6770192183252,0.517,0.194,2.13846191446122e-98,"15","AMD1"
"IGHA13",8.04453495319548e-103,2.12954212034469,0.28,0.065,2.56475863377778e-98,"15","IGHA1"
"CDKN1A1",2.16121104419498e-102,1.48461398651187,0.283,0.063,6.89037305110242e-98,"15","CDKN1A"
"SNX24",3.02841409282286e-102,1.70698414697162,0.571,0.232,9.65518981073784e-98,"15","SNX2"
"SNRPB9",6.41976980903139e-102,1.26843318184337,0.695,0.315,2.04675101051539e-97,"15","SNRPB"
"RABGGTB2",4.03118806953268e-101,2.10324219384111,0.334,0.088,1.28522338032841e-96,"15","RABGGTB"
"SPINT22",4.28345088098251e-100,1.27363286065387,0.395,0.117,1.36564980987485e-95,"15","SPINT2"
"ZFP36L23",1.24432015864973e-99,0.94986169958878,0.914,0.53,3.96714152980707e-95,"15","ZFP36L2"
"TBC1D93",2.76857807859883e-99,2.26360883315869,0.283,0.067,8.8267806301888e-95,"15","TBC1D9"
"ARRDC22",5.20599485480978e-99,1.78139130428097,0.397,0.12,1.65977527961045e-94,"15","ARRDC2"
"EXOSC64",9.71623510882526e-99,1.95123227211547,0.422,0.137,3.09773007739567e-94,"15","EXOSC6"
"COMMD68",2.99990434047768e-98,1.0384033412159,0.883,0.476,9.56429501831094e-94,"15","COMMD6"
"POLR2J35",3.35243698080907e-98,2.02755142202199,0.412,0.132,1.06882395822155e-93,"15","POLR2J3"
"EEF24",6.58210476232523e-98,0.787978292013296,0.978,0.586,2.09850664032453e-93,"15","EEF2"
"ARF65",4.5489482351164e-97,1.11001720456708,0.72,0.333,1.45029567631981e-92,"15","ARF6"
"RPL3110",3.62263562561141e-96,0.862784297415531,0.992,0.584,1.15496869015743e-91,"15","RPL31"
"EIF3F7",6.31360105114666e-96,1.03733706143155,0.853,0.44,2.01290228712658e-91,"15","EIF3F"
"PRPF38B6",6.60438597030781e-96,1.44807694066409,0.6,0.256,2.10561033505354e-91,"15","PRPF38B"
"CSNK1G33",3.09850091110133e-95,1.56118853111903,0.441,0.149,9.87864060477326e-91,"15","CSNK1G3"
"PRPF4B7",3.55437437507335e-95,1.54490965412255,0.578,0.245,1.13320563826089e-90,"15","PRPF4B"
"PIM34",6.85839639422201e-95,1.42681464058704,0.478,0.171,2.18659393840586e-90,"15","PIM3"
"SRSF37",4.3723493238445e-94,1.11542889718523,0.739,0.355,1.3939924114281e-89,"15","SRSF3"
"TSTD16",8.08692536258303e-94,1.40625497306613,0.592,0.246,2.57827354409872e-89,"15","TSTD1"
"RBM256",1.0771946177133e-93,1.21907310145599,0.69,0.331,3.43431188019356e-89,"15","RBM25"
"NSMCE34",1.39226372525222e-93,1.86163588843863,0.429,0.143,4.43881520884912e-89,"15","NSMCE3"
"GMFB2",3.36238346477266e-93,1.97120557358767,0.312,0.083,1.07199509623882e-88,"15","GMFB"
"RPS36",7.0674704775818e-93,0.843828862212017,0.997,0.671,2.25325093766263e-88,"15","RPS3"
"EIF3L8",1.53861334431732e-91,1.1530041985069,0.719,0.344,4.90540706435249e-87,"15","EIF3L"
"VAMP24",2.21831248106961e-91,0.687004341299067,0.817,0.407,7.07242385214613e-87,"15","VAMP2"
"HNRNPA38",4.12373754467705e-90,1.05351448850729,0.797,0.417,1.31473000399394e-85,"15","HNRNPA3"
"ITGAE3",1.07243776502638e-89,2.03175130597006,0.341,0.1,3.4191460824571e-85,"15","ITGAE"
"HMGB15",1.79398960143978e-89,0.789339430852493,0.956,0.591,5.71959764731031e-85,"15","HMGB1"
"KLF65",3.36054887795774e-89,1.06798089524939,0.783,0.414,1.07141019327049e-84,"15","KLF6"
"C11orf588",5.06751618081607e-89,1.20634102635653,0.727,0.374,1.61562550876778e-84,"15","C11orf58"
"CHD72",1.11014265496674e-88,1.485702845792,0.358,0.105,3.53935681256496e-84,"15","CHD7"
"RPS147",1.1915666458269e-88,0.773400187828522,0.998,0.744,3.79895278022532e-84,"15","RPS14"
"EIF3E7",1.22171921308434e-88,1.03499304097422,0.832,0.419,3.89508519515551e-84,"15","EIF3E"
"ZNF923",4.09708368242234e-88,2.29927017423093,0.317,0.091,1.30623221962989e-83,"15","ZNF92"
"PWP13",4.87723404054674e-88,1.94149256393821,0.39,0.128,1.55495975680711e-83,"15","PWP1"
"TCOF13",6.48572096671308e-88,2.12507487121949,0.341,0.102,2.06777755860746e-83,"15","TCOF1"
"SETBP12",7.70208603402249e-88,1.78961475792574,0.278,0.068,2.45557906936705e-83,"15","SETBP1"
"IER53",9.01646122095042e-88,1.34825860501787,0.425,0.144,2.87462816646341e-83,"15","IER5"
"CCDC88A3",1.64001999418948e-87,2.75890521417025,0.349,0.11,5.22871174547491e-83,"15","CCDC88A"
"RPS4X5",4.35968815574257e-87,0.704383887860839,0.997,0.645,1.38995577781385e-82,"15","RPS4X"
"DDX276",6.32931898847731e-87,1.80186195751152,0.4,0.136,2.01791347990634e-82,"15","DDX27"
"ZBTB241",2.11720520464271e-86,2.25646072698801,0.302,0.083,6.7500736334419e-82,"15","ZBTB24"
"GNAS2",2.48628041262466e-86,0.59226525831663,0.98,0.735,7.92675921152996e-82,"15","GNAS"
"TAF74",7.08822743860971e-86,0.950415581411789,0.644,0.286,2.25986867197755e-81,"15","TAF7"
"TMEM1236",2.18394200499778e-85,1.08576804541017,0.722,0.345,6.96284390033393e-81,"15","TMEM123"
"HNRNPDL6",2.98824126214484e-85,0.998761261013993,0.834,0.45,9.52711079197018e-81,"15","HNRNPDL"
"SRSF57",6.47208847354875e-85,0.799849496731172,0.942,0.556,2.06343124713681e-80,"15","SRSF5"
"DHX366",8.50522610322581e-85,1.51561217315203,0.522,0.214,2.71163618623045e-80,"15","DHX36"
"TOMM209",9.4216196280166e-85,1.18042780667679,0.719,0.353,3.00380076980425e-80,"15","TOMM20"
"EIF5A6",1.0551891424308e-84,1.13175296311427,0.758,0.404,3.36415402389789e-80,"15","EIF5A"
"SF3B15",1.44860056444498e-84,0.944424723872388,0.778,0.398,4.6184283195635e-80,"15","SF3B1"
"RSL24D17",3.09724099650464e-84,1.28479593238017,0.656,0.309,9.87462374505611e-80,"15","RSL24D1"
"TCF31",4.18378850639743e-84,2.16830679691384,0.307,0.086,1.33387545160963e-79,"15","TCF3"
"AREG",4.49804559359081e-84,1.30007600857924,0.259,0.062,1.43406689614862e-79,"15","AREG"
"ZNF3182",6.17333470268364e-84,2.29043989938094,0.264,0.067,1.9681825699096e-79,"15","ZNF318"
"ZNF75A",6.7522351177786e-84,2.14994648989123,0.263,0.066,2.15274760025017e-79,"15","ZNF75A"
"NUCKS15",1.46229590319157e-83,1.34673892250639,0.639,0.297,4.66209179855536e-79,"15","NUCKS1"
"ANKRD127",1.59923872688281e-83,0.972565013679064,0.837,0.452,5.09869290904778e-79,"15","ANKRD12"
"SRP146",3.89570658602474e-83,0.835356075322042,0.932,0.573,1.24202917375641e-78,"15","SRP14"
"PEBP16",1.17984488778015e-82,1.47997548916044,0.583,0.256,3.76158147122067e-78,"15","PEBP1"
"CHRAC11",1.75784656934657e-82,1.72859085754855,0.349,0.109,5.60436643239072e-78,"15","CHRAC1"
"PARP145",2.08418558413328e-82,1.33290978255057,0.5,0.197,6.64480047933371e-78,"15","PARP14"
"MT-ND4L5",3.75466218681995e-82,0.637864901916819,0.903,0.494,1.19706139840194e-77,"15","MT-ND4L"
"LSM78",6.32779598715579e-82,1.35679050207396,0.634,0.3,2.01742791662501e-77,"15","LSM7"
"KMT2E8",7.23243453155372e-81,0.858575627181676,0.846,0.451,2.30584477734996e-76,"15","KMT2E"
"MAPK1IP1L7",1.64751834534121e-80,1.18504684526492,0.549,0.235,5.25261798861686e-76,"15","MAPK1IP1L"
"WBP116",2.03015031309712e-80,1.49868974118106,0.454,0.175,6.47252522821622e-76,"15","WBP11"
"SYF29",4.0296905864939e-80,0.962319999305552,0.731,0.371,1.28474595278598e-75,"15","SYF2"
"RCN24",8.08993740264937e-80,1.81290712988011,0.395,0.137,2.57923384271267e-75,"15","RCN2"
"SVIP4",2.37967310121703e-79,1.27577881502544,0.454,0.167,7.58687378130014e-75,"15","SVIP"
"ING31",4.42809268036545e-79,1.57805541061486,0.315,0.093,1.41176450835411e-74,"15","ING3"
"ERP299",5.86002823365582e-79,1.00007966561682,0.773,0.403,1.86829420145415e-74,"15","ERP29"
"EEF1D6",6.46095112572298e-79,0.737719022563381,0.986,0.654,2.059880437903e-74,"15","EEF1D"
"ELF110",1.28893759792979e-78,0.801592842934219,0.819,0.441,4.10939084971975e-74,"15","ELF1"
"COX175",3.15912114060096e-78,1.45073265010608,0.473,0.19,1.0071910020464e-73,"15","COX17"
"ATF44",8.90573823330396e-78,1.15861067283587,0.508,0.21,2.83932746354197e-73,"15","ATF4"
"HINT16",7.79466910500611e-77,0.834102966044921,0.893,0.494,2.48509640405805e-72,"15","HINT1"
"ZNF4304",4.40317743714986e-76,1.73225924091979,0.38,0.133,1.40382103051212e-71,"15","ZNF430"
"MARCKSL11",4.46054446312055e-76,1.29651794477985,0.336,0.104,1.42211078573209e-71,"15","MARCKSL1"
"BOD1L12",5.46937362429687e-76,0.7893481332448,0.659,0.311,1.74374569889833e-71,"15","BOD1L1"
"PPM1K3",1.29253983527861e-75,1.8758949310712,0.368,0.126,4.12087550283525e-71,"15","PPM1K"
"STK46",1.5877512404498e-75,0.696435779125376,0.89,0.497,5.06206850480205e-71,"15","STK4"
"CLK14",4.02523214688166e-75,1.15964020070595,0.539,0.235,1.28332451306881e-70,"15","CLK1"
"ZCCHC104",4.48993610584279e-75,1.99024164142681,0.334,0.11,1.4314814292648e-70,"15","ZCCHC10"
"DNTTIP21",4.87196992134234e-75,1.28070124519841,0.454,0.179,1.55328145032236e-70,"15","DNTTIP2"
"PRKD33",1.5525039850901e-74,1.77036281668111,0.354,0.119,4.94969320526426e-70,"15","PRKD3"
"BZW16",1.60520949258415e-74,0.967900997707946,0.659,0.323,5.11772890425679e-70,"15","BZW1"
"ANKRD117",3.07674885724377e-74,1.12649631409624,0.686,0.354,9.80929070666459e-70,"15","ANKRD11"
"RBM54",5.80838719552696e-74,1.19988882115538,0.454,0.178,1.8518300056779e-69,"15","RBM5"
"HMGN29",9.04686706999033e-74,0.880772731074544,0.776,0.426,2.88432215925432e-69,"15","HMGN2"
"MED61",2.32167393034997e-73,1.76189471261218,0.308,0.095,7.40196082474178e-69,"15","MED6"
"IDI12",6.42294240989006e-73,0.994493502829614,0.539,0.233,2.04776249912115e-68,"15","IDI1"
"RBM266",8.87986536719609e-73,1.46394032199459,0.485,0.203,2.83107867636946e-68,"15","RBM26"
"CREBRF5",1.50722872236098e-72,0.802512024457815,0.624,0.296,4.80534661263129e-68,"15","CREBRF"
"SREK15",5.09080925742989e-72,1.43325284448497,0.441,0.174,1.6230518074538e-67,"15","SREK1"
"NCOA37",7.46762956580565e-72,1.09633950270774,0.575,0.258,2.38082965817016e-67,"15","NCOA3"
"PNRC27",1.35462383155065e-71,1.32082906379355,0.537,0.247,4.31881169974979e-67,"15","PNRC2"
"NKTR8",5.85679394961508e-71,1.2272178127942,0.563,0.262,1.86726304701628e-66,"15","NKTR"
"MBD45",6.25829389668522e-71,1.23760278363813,0.437,0.172,1.99526926014118e-66,"15","MBD4"
"LSM89",6.39109216915737e-71,1.3271347073217,0.517,0.229,2.03760800537075e-66,"15","LSM8"
"NOP586",3.03365776314257e-70,1.60912458385775,0.471,0.199,9.67190768045114e-66,"15","NOP58"
"TRA2A8",5.13228764362374e-70,1.09063637253067,0.597,0.289,1.63627594654012e-65,"15","TRA2A"
"TSPYL23",1.13209659406077e-69,1.52974395434826,0.329,0.106,3.60935036118456e-65,"15","TSPYL2"
"PCIF11",1.14756647051592e-69,1.37284846010602,0.39,0.142,3.65867142129886e-65,"15","PCIF1"
"ILF27",2.01696861008926e-69,1.50394481474913,0.442,0.18,6.43049932268658e-65,"15","ILF2"
"SRRM26",3.29112273558304e-69,0.724576830938467,0.856,0.495,1.04927575055858e-64,"15","SRRM2"
"ARGLU17",5.94538110717404e-69,1.07591703683316,0.725,0.401,1.89550640458923e-64,"15","ARGLU1"
"NXT11",6.02107754728733e-69,1.44922323444008,0.329,0.107,1.91963994362615e-64,"15","NXT1"
"ZC3H157",6.6609943635824e-69,1.16262411566791,0.592,0.292,2.12365822299734e-64,"15","ZC3H15"
"BACH23",1.64075100523318e-68,0.568245057010409,0.483,0.178,5.23104235488444e-64,"15","BACH2"
"LAMTOR55",2.72087116843557e-68,0.9780185815339,0.629,0.324,8.67468145920629e-64,"15","LAMTOR5"
"CTSZ4",1.36104194418024e-67,0.878401471780624,0.536,0.22,4.33927392643546e-63,"15","CTSZ"
"ALG135",2.01363455284178e-67,1.67429674712312,0.403,0.157,6.41986968137017e-63,"15","ALG13"
"ZNF4313",2.03921868456808e-67,1.78563363425411,0.327,0.111,6.50143701013996e-63,"15","ZNF431"
"BAZ2A6",4.80516159911517e-67,1.05282105648184,0.544,0.252,1.5319816210299e-62,"15","BAZ2A"
"MED302",7.52831363608708e-67,1.41688861874103,0.359,0.128,2.40017695345728e-62,"15","MED30"
"TSPAN34",8.66636425785361e-67,2.07941003827103,0.263,0.077,2.76301025268889e-62,"15","TSPAN3"
"PHF13",8.97728351850351e-67,1.27087285801158,0.375,0.134,2.86213753136929e-62,"15","PHF1"
"PHB28",4.26532986818173e-66,1.19134055884207,0.547,0.253,1.3598724685737e-61,"15","PHB2"
"PIM21",6.3812779432705e-66,0.921338954348597,0.412,0.152,2.0344790338735e-61,"15","PIM2"
"CSRNP12",6.72457866878686e-66,0.327851668157605,0.376,0.128,2.14393017118263e-61,"15","CSRNP1"
"PPP4R3A9",7.30637937785295e-66,1.15793531523543,0.52,0.238,2.32941987324708e-61,"15","PPP4R3A"
"CTSH4",1.47515404147283e-65,1.3923313806111,0.41,0.154,4.70308611502367e-61,"15","CTSH"
"HNRNPK4",4.27825488867645e-65,0.713434441068727,0.847,0.525,1.36399322360783e-60,"15","HNRNPK"
"TOPORS1",9.96348505389589e-65,1.25018986136644,0.32,0.107,3.17655830488309e-60,"15","TOPORS"
"UBE2I9",1.25851722494549e-64,1.15704476580471,0.602,0.309,4.01240461657123e-60,"15","UBE2I"
"SCAF119",1.97848934807674e-64,0.818807492631279,0.741,0.406,6.30781973953826e-60,"15","SCAF11"
"MEX3C",2.43047861397163e-64,1.78363479328007,0.263,0.078,7.74885191706434e-60,"15","MEX3C"
"FAM76B3",3.57224449833531e-64,1.60475432086133,0.329,0.114,1.13890299095926e-59,"15","FAM76B"
"MKNK22",4.13672768736857e-64,0.834265553972567,0.546,0.255,1.31887152128685e-59,"15","MKNK2"
"PLEKHA26",8.36800565963555e-63,1.17200165386632,0.488,0.214,2.66788756440501e-58,"15","PLEKHA2"
"TRAF51",1.65191964432168e-62,1.93792692652636,0.268,0.082,5.26665021002637e-58,"15","TRAF5"
"DRAM23",2.312201664528e-62,1.64693716836032,0.371,0.144,7.37176134684815e-58,"15","DRAM2"
"RPL36AL5",3.19042745750509e-62,0.669979228795639,0.941,0.58,1.01717208200177e-57,"15","RPL36AL"
"SNRNP276",3.99336825594601e-62,1.79607744884818,0.325,0.116,1.27316566736071e-57,"15","SNRNP27"
"ARL4A1",1.88295546183439e-61,1.66119364100518,0.368,0.143,6.00323860342039e-57,"15","ARL4A"
"GGNBP25",2.3397016886659e-61,1.01345038931281,0.575,0.288,7.45943692380461e-57,"15","GGNBP2"
"THUMPD14",3.71975397379909e-61,1.3468038618746,0.41,0.168,1.18593196192662e-56,"15","THUMPD1"
"N4BP2L27",4.28139070895952e-61,0.84374541048553,0.739,0.407,1.36499298583047e-56,"15","N4BP2L2"
"LIMD25",1.38598125762204e-60,0.694216675584914,0.858,0.521,4.41878544555059e-56,"15","LIMD2"
"COMMD24",1.43264547613751e-60,1.63929475773945,0.325,0.116,4.56756030702162e-56,"15","COMMD2"
"EIF4B7",2.28859793478486e-60,0.793971859652772,0.785,0.422,7.2965079356811e-56,"15","EIF4B"
"RBM232",3.07437238213682e-60,0.753291345072659,0.459,0.198,9.80171402872859e-56,"15","RBM23"
"TMEM2594",3.3922655614876e-60,1.20930493882223,0.429,0.179,1.08152210631348e-55,"15","TMEM259"
"RBBP66",5.01950116410575e-60,0.875242714348361,0.547,0.262,1.60031736114019e-55,"15","RBBP6"
"USP85",6.09122873628042e-60,1.2215273170631,0.464,0.207,1.94200554570092e-55,"15","USP8"
"SMARCE16",1.36564027076671e-59,1.39716113195875,0.442,0.194,4.35393431125844e-55,"15","SMARCE1"
"SUMO29",1.45330312864691e-59,0.726991680627939,0.839,0.487,4.63342103475207e-55,"15","SUMO2"
"PAPOLA7",2.01823990064558e-59,0.767130349092154,0.641,0.332,6.43455245123823e-55,"15","PAPOLA"
"SP1007",2.9713550286123e-59,0.811583944879037,0.756,0.427,9.47327410222173e-55,"15","SP100"
"SH3BP54",6.54712329179224e-59,0.944131728459488,0.502,0.231,2.0873538478892e-54,"15","SH3BP5"
"SLC38A25",7.16775842167268e-59,0.932172792455261,0.507,0.237,2.28522473999768e-54,"15","SLC38A2"
"MRPL549",7.64132599523973e-59,1.14124677676768,0.503,0.237,2.43620755380233e-54,"15","MRPL54"
"IKZF36",1.33699190151856e-58,1.20414018138129,0.466,0.197,4.26259758042146e-54,"15","IKZF3"
"RBMX8",1.47483617736297e-58,1.15967026957945,0.581,0.294,4.70207270066862e-54,"15","RBMX"
"IFRD13",7.23566351456283e-58,0.546261118559533,0.453,0.189,2.30687424171292e-53,"15","IFRD1"
"NT5C3",7.48553334267834e-58,1.49411144629978,0.359,0.139,2.38653774031271e-53,"15","NT5C"
"RBM71",9.15246001763078e-58,1.4259690379537,0.285,0.095,2.91798730282105e-53,"15","RBM7"
"BCAS24",1.04667218588527e-57,1.36914150812403,0.417,0.177,3.33700026303943e-53,"15","BCAS2"
"PPIG8",1.07552664524167e-57,0.993585393472849,0.571,0.289,3.42899405035948e-53,"15","PPIG"
"FBXO212",1.27426725577924e-57,1.83845129549902,0.31,0.111,4.06261886487537e-53,"15","FBXO21"
"YBX33",1.33049085949057e-57,0.79030022166185,0.744,0.422,4.24187095822783e-53,"15","YBX3"
"SMAP25",2.47005839252045e-57,0.38403217459333,0.875,0.54,7.87504016703369e-53,"15","SMAP2"
"BCL2L112",2.49315837862493e-57,1.68473139309412,0.278,0.092,7.948687542732e-53,"15","BCL2L11"
"RBM8A4",7.4225008161174e-57,0.827099662477763,0.578,0.293,2.36644171019455e-52,"15","RBM8A"
"HSP90AA16",9.44066782411338e-57,0.703017570371685,0.883,0.541,3.00987371568383e-52,"15","HSP90AA1"
"VEGFB2",1.24325090153645e-56,1.80364567668293,0.283,0.095,3.96373252427851e-52,"15","VEGFB"
"CHCHD107",1.43365626561523e-56,1.20424894285934,0.512,0.246,4.57078290603448e-52,"15","CHCHD10"
"CD815",3.38976813680705e-56,0.837154209860691,0.603,0.295,1.08072587737682e-51,"15","CD81"
"EIF54",7.53088076350118e-56,0.689201743943494,0.697,0.396,2.40099540501945e-51,"15","EIF5"
"DBF44",1.23734999517934e-55,1.73747432650735,0.308,0.112,3.94491925463076e-51,"15","DBF4"
"BDP17",4.30640829289594e-55,1.46056635116828,0.402,0.172,1.37296909194108e-50,"15","BDP1"
"KTN18",1.19577962015108e-54,1.25440208052338,0.539,0.278,3.81238458496567e-50,"15","KTN1"
"BBX8",1.93378207872454e-54,1.06921872215609,0.546,0.274,6.16528402338957e-50,"15","BBX"
"UBXN18",2.06014405379075e-54,0.851773648919377,0.692,0.39,6.56815127229568e-50,"15","UBXN1"
"SLC38A16",5.92641130131568e-54,0.946573896674771,0.556,0.258,1.88945845108547e-49,"15","SLC38A1"
"ATP6V1G16",6.54533449991125e-54,0.606593620361824,0.78,0.453,2.08678354526171e-49,"15","ATP6V1G1"
"AIDA2",6.54708423566322e-54,1.84034903320141,0.31,0.118,2.08734139601415e-49,"15","AIDA"
"ATG125",9.04453706199469e-54,1.23271454187107,0.425,0.19,2.88357930610515e-49,"15","ATG12"
"HSPE16",9.20818111072521e-54,1.5369809018341,0.485,0.237,2.93575230172141e-49,"15","HSPE1"
"ISG206",9.6382422813357e-54,0.579101540848737,0.688,0.362,3.07286440413545e-49,"15","ISG20"
"BRD24",1.10869627805315e-53,0.863277485072718,0.515,0.252,3.53474547368905e-49,"15","BRD2"
"CMPK17",1.12819503616531e-53,0.985819446260868,0.519,0.259,3.59691141430225e-49,"15","CMPK1"
"TMA74",1.17629164729032e-53,0.522218905013365,0.939,0.594,3.75025302989101e-49,"15","TMA7"
"CD489",1.36256502177952e-53,0.702535669310762,0.839,0.49,4.34412980243745e-49,"15","CD48"
"ATF7IP8",1.43123826141425e-53,1.21789183154978,0.536,0.274,4.56307382504092e-49,"15","ATF7IP"
"GADD45B1",2.50692983106258e-53,1.19076471700537,0.425,0.19,7.9925936873937e-49,"15","GADD45B"
"BCL7B1",5.44245414788082e-53,1.31545177398575,0.331,0.126,1.73516323142736e-48,"15","BCL7B"
"KLF93",7.50435491888378e-53,1.42103362997523,0.327,0.125,2.39253843523853e-48,"15","KLF9"
"TRIM384",9.73310177624187e-53,1.02184427570836,0.439,0.199,3.10310750830143e-48,"15","TRIM38"
"PCF114",2.01491321245785e-52,0.961040981817892,0.431,0.194,6.42394630395812e-48,"15","PCF11"
"BCL103",2.05961576170195e-52,1.2821661722589,0.307,0.114,6.56646697145816e-48,"15","BCL10"
"BLOC1S26",2.46681703647439e-52,1.05684673685956,0.427,0.195,7.86470607568765e-48,"15","BLOC1S2"
"PPTC72",5.23839886002433e-52,1.35169979436199,0.308,0.117,1.67010632455296e-47,"15","PPTC7"
"EIF3H9",8.37679219292214e-52,0.729414587660865,0.768,0.433,2.67068888694744e-47,"15","EIF3H"
"DDIT3",1.01044932557908e-51,0.590463082629391,0.254,0.08,3.22151453981122e-47,"15","DDIT3"
"ARPP195",1.45137699029449e-51,1.13113027292622,0.395,0.171,4.62728012045688e-47,"15","ARPP19"
"MIS18BP15",1.9023102949044e-51,1.30297381830322,0.434,0.198,6.06494568221422e-47,"15","MIS18BP1"
"ZNF6448",2.21204964266222e-51,1.13572077946641,0.49,0.237,7.05245667073569e-47,"15","ZNF644"
"BTF37",2.4060651069456e-51,0.579528143913295,0.971,0.702,7.67101677396396e-47,"15","BTF3"
"G3BP27",2.5474367963517e-51,0.868740108450462,0.561,0.292,8.1217379941285e-47,"15","G3BP2"
"ZNF2741",2.86251233198932e-51,1.42713039253251,0.253,0.083,9.12626181684835e-47,"15","ZNF274"
"PHF37",6.14930013150216e-51,1.02599428171543,0.546,0.287,1.96051986792552e-46,"15","PHF3"
"CEBPZ4",6.47076266398089e-51,1.37402170395985,0.373,0.159,2.06300855253039e-46,"15","CEBPZ"
"YWHAZ7",8.77658700157301e-51,0.48631120013143,0.932,0.611,2.79815146784151e-46,"15","YWHAZ"
"LY864",1.24477537937897e-50,1.3647882806315,0.307,0.111,3.96859286453603e-46,"15","LY86"
"CALR5",1.45492928635967e-50,0.960171305879156,0.624,0.347,4.63860555077191e-46,"15","CALR"
"UXT7",1.73469007544385e-50,0.829643102011596,0.685,0.389,5.53053889853009e-46,"15","UXT"
"CAMK2D8",2.45725282034207e-50,0.990027822682827,0.464,0.213,7.83421344181459e-46,"15","CAMK2D"
"BAG51",3.53019056402974e-50,1.42963176392955,0.283,0.102,1.12549535562396e-45,"15","BAG5"
"SP140L3",4.52616542424547e-50,1.4516159588197,0.366,0.156,1.44303206055794e-45,"15","SP140L"
"GTF3A6",7.97437371587032e-50,0.942216634000711,0.627,0.341,2.54238982809378e-45,"15","GTF3A"
"UQCRB7",9.32548497330404e-50,0.597568064879009,0.89,0.533,2.97315111918879e-45,"15","UQCRB"
