"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SNCA",0,3.62255986584486,0.991,0.181,0,"0","SNCA"
"ALAS2",0,4.224002204599,0.999,0.19,0,"0","ALAS2"
"HBD",0,3.51820653017183,0.953,0.149,0,"0","HBD"
"TRIM58",0,3.43665634772209,0.929,0.132,0,"0","TRIM58"
"SELENBP1",0,4.3374864558047,0.88,0.092,0,"0","SELENBP1"
"CA1",0,3.89630816308855,0.929,0.148,0,"0","CA1"
"AHSP",0,3.52700663811986,0.877,0.108,0,"0","AHSP"
"DCAF12",0,3.67472041589224,0.909,0.17,0,"0","DCAF12"
"SLC25A39",0,3.84177445701777,0.997,0.26,0,"0","SLC25A39"
"SLC4A1",0,3.25103910638428,0.795,0.094,0,"0","SLC4A1"
"FAM210B",0,3.39020773431103,0.879,0.192,0,"0","FAM210B"
"GMPR",0,3.38191798385125,0.794,0.108,0,"0","GMPR"
"STRADB",0,3.59764855639698,0.808,0.142,0,"0","STRADB"
"GLRX5",0,3.46676655326544,0.957,0.291,0,"0","GLRX5"
"TENT5C",0,3.1865937834891,0.867,0.202,0,"0","TENT5C"
"BCL2L1",0,3.20880943706894,0.868,0.206,0,"0","BCL2L1"
"YBX3",0,2.95109735935807,0.975,0.318,0,"0","YBX3"
"BPGM",0,3.34083396757716,0.786,0.147,0,"0","BPGM"
"IFI27",0,4.25551796482862,0.719,0.091,0,"0","IFI27"
"MPP1",0,2.37991663838874,0.884,0.262,0,"0","MPP1"
"ADIPOR1",0,2.66339375591584,0.965,0.354,0,"0","ADIPOR1"
"BLVRB",0,2.74757439402718,0.891,0.285,0,"0","BLVRB"
"HBM",0,3.35364376971011,0.68,0.084,0,"0","HBM"
"NCOA4",0,2.07496168681797,0.954,0.406,0,"0","NCOA4"
"BSG",0,2.75329169206246,0.927,0.382,0,"0","BSG"
"BNIP3L",0,2.42669962501378,0.974,0.439,0,"0","BNIP3L"
"ENSG00000280441",0,0.698087804512643,0.997,0.463,0,"0","ENSG00000280441"
"FBXO7",0,2.67730281214347,0.852,0.321,0,"0","FBXO7"
"RBM38",0,2.56647832435576,0.83,0.32,0,"0","RBM38"
"FECH",0,3.496902416898,0.596,0.089,0,"0","FECH"
"PRDX2",0,2.72694622300276,0.838,0.339,0,"0","PRDX2"
"GYPC",0,2.79323394693909,0.983,0.487,0,"0","GYPC"
"NUDT4",0,2.80411816121512,0.677,0.191,0,"0","NUDT4"
"OSBP2",0,3.41422567462444,0.548,0.069,0,"0","OSBP2"
"CDC34",0,2.68140208502945,0.643,0.165,0,"0","CDC34"
"ENSG00000278996",0,0.415369703632101,0.906,0.432,0,"0","ENSG00000278996"
"MAP2K3",0,1.77818177485208,0.825,0.352,0,"0","MAP2K3"
"MKRN1",0,2.28846301817533,0.835,0.364,0,"0","MKRN1"
"MXI1",0,2.05989147255213,0.754,0.285,0,"0","MXI1"
"PITHD1",0,2.99248164618343,0.696,0.233,0,"0","PITHD1"
"RNF10",0,1.74137344781073,0.845,0.385,0,"0","RNF10"
"TUBB2A",0,3.96155254548615,0.536,0.077,0,"0","TUBB2A"
"MARCHF8",0,2.57479751242474,0.64,0.181,0,"0","MARCHF8"
"SLC25A37",0,1.63655356309776,0.999,0.545,0,"0","SLC25A37"
"RIOK3",0,1.99380960639729,0.904,0.451,0,"0","RIOK3"
"FKBP8",0,2.29904575237392,0.986,0.538,0,"0","FKBP8"
"C9orf78",0,2.30938865171205,0.878,0.434,0,"0","C9orf78"
"HAGH",0,2.61720313249941,0.649,0.215,0,"0","HAGH"
"GSPT1",0,2.37353038791165,0.748,0.314,0,"0","GSPT1"
"ENSG00000290010",0,3.43295036554613,0.502,0.069,0,"0","ENSG00000290010"
"LGALS3",0,1.88223832009217,0.729,0.304,0,"0","LGALS3"
"EPB42",0,3.52881267733762,0.483,0.059,0,"0","EPB42"
"HBA1",0,0.769670339133592,1,0.577,0,"0","HBA1"
"GABARAPL2",0,1.8387184779631,0.892,0.476,0,"0","GABARAPL2"
"TCP11L2",0,2.19993009169246,0.629,0.223,0,"0","TCP11L2"
"PNP",0,2.93895592223922,0.527,0.124,0,"0","PNP"
"HBG2",0,4.30655332996956,0.565,0.171,0,"0","HBG2"
"R3HDM4",0,0.833652826303392,0.822,0.432,0,"0","R3HDM4"
"LINC02972",0,4.06213144501885,0.422,0.038,0,"0","LINC02972"
"KRT1",0,4.14843883399626,0.423,0.042,0,"0","KRT1"
"RAD23A",0,2.14203114222107,0.707,0.334,0,"0","RAD23A"
"ISCA1",0,2.00243858030601,0.609,0.252,0,"0","ISCA1"
"GYPB",0,3.28099081878686,0.405,0.051,0,"0","GYPB"
"HBA2",0,0.518010021240344,1,0.657,0,"0","HBA2"
"GUK1",0,1.70933896295117,0.917,0.582,0,"0","GUK1"
"CCNDBP1",0,1.69776661963396,0.671,0.34,0,"0","CCNDBP1"
"SIAH2",0,1.92883472384219,0.591,0.263,0,"0","SIAH2"
"PSMF1",0,1.9691824537649,0.614,0.29,0,"0","PSMF1"
"ATP6V0C",0,1.12667124182811,0.849,0.525,0,"0","ATP6V0C"
"SNX3",0,1.25484999467502,0.824,0.503,0,"0","SNX3"
"CA2",0,1.8960451756175,0.379,0.06,0,"0","CA2"
"EIF2AK1",0,1.45298126113181,0.587,0.269,0,"0","EIF2AK1"
"HPS1",0,1.9770218572575,0.568,0.251,0,"0","HPS1"
"YOD1",0,2.87773422412695,0.393,0.077,0,"0","YOD1"
"DPM2",0,2.58871125925899,0.447,0.132,0,"0","DPM2"
"PHOSPHO1",0,2.72589310506243,0.36,0.046,0,"0","PHOSPHO1"
"STMP1",0,1.69649721630646,0.635,0.321,0,"0","STMP1"
"GYPA",0,3.66315105501836,0.348,0.034,0,"0","GYPA"
"CISD2",0,2.44943941732978,0.47,0.159,0,"0","CISD2"
"UBB",0,3.20072467943966,0.999,0.695,0,"0","UBB"
"SLC1A5",0,3.02765025962322,0.39,0.089,0,"0","SLC1A5"
"MYL4",0,3.77104142236042,0.337,0.039,0,"0","MYL4"
"UBE2H",0,1.08936778884391,0.687,0.392,0,"0","UBE2H"
"ST6GALNAC4",0,3.26637098388864,0.362,0.068,0,"0","ST6GALNAC4"
"RPIA",0,2.41040526654785,0.458,0.168,0,"0","RPIA"
"PNPLA2",0,1.47158159331123,0.547,0.259,0,"0","PNPLA2"
"IFIT1B",0,4.11369714843826,0.318,0.032,0,"0","IFIT1B"
"HBQ1",0,3.04367360855481,0.33,0.046,0,"0","HBQ1"
"GFUS",0,2.39081414431753,0.411,0.139,0,"0","GFUS"
"TMOD1",0,3.25556895956096,0.316,0.048,0,"0","TMOD1"
"CNPPD1",0,1.8973785606493,0.452,0.19,0,"0","CNPPD1"
"NFIX",0,3.04952274380104,0.316,0.059,0,"0","NFIX"
"TFDP1",0,1.97573896645938,0.411,0.157,0,"0","TFDP1"
"SLC6A8",0,3.80857936131732,0.284,0.031,0,"0","SLC6A8"
"DMTN",0,2.01574717053101,0.335,0.082,0,"0","DMTN"
"RNF11",0,1.16792647330523,0.481,0.23,0,"0","RNF11"
"BAG1",0,1.63195157508454,0.521,0.27,0,"0","BAG1"
"PINK1",0,2.00021457147403,0.362,0.113,0,"0","PINK1"
"HEMGN",0,2.60549608114408,0.304,0.058,0,"0","HEMGN"
"TERF2IP",0,1.49487580424298,0.689,0.449,0,"0","TERF2IP"
"YPEL3",0,0.570984146468065,0.857,0.628,0,"0","YPEL3"
"CREG1",0,1.61328315593383,0.404,0.176,0,"0","CREG1"
"TNS1",0,3.51674192003282,0.255,0.032,0,"0","TNS1"
"ANK1",0,1.81511618829482,0.271,0.051,0,"0","ANK1"
"TSPAN5",0,1.6497645122773,0.334,0.123,0,"0","TSPAN5"
"SLC14A1",0,2.23188728764209,0.285,0.077,0,"0","SLC14A1"
"ACP1",0,1.57139578869763,0.477,0.274,0,"0","ACP1"
"EMC3",0,1.16662879979803,0.485,0.287,0,"0","EMC3"
"FBXO9",0,1.40613303419047,0.443,0.249,0,"0","FBXO9"
"EPB41",0,0.72030344197065,0.679,0.489,0,"0","EPB41"
"ASCC2",0,1.85432267160084,0.355,0.165,0,"0","ASCC2"
"HK1",0,1.36432252994637,0.435,0.251,0,"0","HK1"
"MAP1LC3B",0,0.58926433013142,0.686,0.505,0,"0","MAP1LC3B"
"TESC",0,1.461377408457,0.37,0.189,0,"0","TESC"
"STOM",0,0.718030762903241,0.415,0.238,0,"0","STOM"
"WNK1",0,0.813715464507713,0.623,0.456,0,"0","WNK1"
"FAM104A",0,1.60553092228239,0.326,0.161,0,"0","FAM104A"
"DYNLL1",0,0.830034067358237,0.513,0.356,0,"0","DYNLL1"
"UBE2O",0,1.82086808311077,0.264,0.109,0,"0","UBE2O"
"MBNL3",0,1.83295708046683,0.269,0.12,0,"0","MBNL3"
"EIF1B",0,0.973068338420573,0.485,0.336,0,"0","EIF1B"
"SEC62",0,0.791258668330376,0.645,0.505,0,"0","SEC62"
"LYL1",0,1.24009796865914,0.276,0.136,0,"0","LYL1"
"HBB",0,3.67169033071893,1,0.892,0,"0","HBB"
"HDGF",7.07813200724636e-307,1.06662735490939,0.373,0.227,2.25665004655029e-302,"0","HDGF"
"DCUN1D1",3.0084363964794e-305,1.35109490554618,0.294,0.156,9.59149691925561e-301,"0","DCUN1D1"
"VTI1B",1.54964664968613e-302,1.18661713774941,0.395,0.255,4.94058344852932e-298,"0","VTI1B"
"CHPT1",2.04982592601229e-302,1.19251811469377,0.342,0.195,6.53525501731238e-298,"0","CHPT1"
"ARL4A",4.29178005913139e-291,1.41583521693746,0.253,0.124,1.36830531845227e-286,"0","ARL4A"
"CTSB",3.29847730336379e-284,0.714973796910848,0.445,0.272,1.05162053385844e-279,"0","CTSB"
"ATP5F1B",1.57072259709683e-267,0.76796266420243,0.534,0.392,5.00777778406413e-263,"0","ATP5F1B"
"WDR45",1.39504892733421e-266,1.29833928764818,0.295,0.165,4.44769499012694e-262,"0","WDR45"
"WBP2",2.2757872123499e-240,0.444723655182557,0.402,0.259,7.25566479041394e-236,"0","WBP2"
"TRAK2",8.59980827755207e-228,1.32436385050754,0.268,0.152,2.74179087504915e-223,"0","TRAK2"
"CAT",9.97689191693077e-226,1.07096529879648,0.323,0.202,3.18083268095587e-221,"0","CAT"
"SESN3",2.22025681090378e-225,0.980568781246368,0.319,0.191,7.07862276452342e-221,"0","SESN3"
"PIP4K2A",2.33112625384414e-211,0.463068340761771,0.619,0.491,7.43209672250587e-207,"0","PIP4K2A"
"MICAL2",2.00805775179602e-210,0.964896851022599,0.272,0.153,6.40208972427607e-206,"0","MICAL2"
"FGFR1OP2",2.45868360720868e-206,0.899127444006624,0.413,0.305,7.8387750765027e-202,"0","FGFR1OP2"
"GRINA",6.65621461468614e-189,0.534174478018913,0.332,0.209,2.12213434345424e-184,"0","GRINA"
"NFE2",1.67374058906672e-186,0.316998502561459,0.257,0.139,5.33621974606252e-182,"0","NFE2"
"OPTN",1.24791508009439e-175,0.931022678166133,0.37,0.26,3.97860285835694e-171,"0","OPTN"
"AP2A1",1.96810862042429e-167,0.958718047570095,0.266,0.164,6.27472390363674e-163,"0","AP2A1"
"JAZF1",3.31181020399875e-167,0.615621798533956,0.397,0.279,1.05587132923888e-162,"0","JAZF1"
"FAM117A",5.87963722973066e-163,1.0565932742777,0.283,0.181,1.87454594158273e-158,"0","FAM117A"
"PRDX6",2.45752351842902e-147,0.570597498974619,0.467,0.396,7.8350764814554e-143,"0","PRDX6"
"UCP2",1.65665866426945e-135,0.497955098750138,0.559,0.479,5.28175915342386e-131,"0","UCP2"
"PA2G4",1.74176590442202e-133,0.952122380979849,0.399,0.327,5.55309805647829e-129,"0","PA2G4"
"MAF1",2.08378564751718e-132,0.849764562586716,0.347,0.265,6.64352540141426e-128,"0","MAF1"
"UBE2F",4.16221688180384e-122,0.686504621305637,0.332,0.245,1.3269979862567e-117,"0","UBE2F"
"METTL9",1.05999286055054e-96,0.452491733083455,0.464,0.395,3.37946923800722e-92,"0","METTL9"
"FIS1",1.54570180156278e-91,0.575965257503852,0.441,0.395,4.92800648374244e-87,"0","FIS1"
"H2AJ",3.01370775910911e-88,0.726961475976347,0.279,0.211,9.60830307759166e-84,"0","H2AJ"
"ST13",4.2076080320391e-62,0.508201433948955,0.425,0.387,1.3414695927747e-57,"0","ST13"
"ZMAT2",2.80428855400748e-61,0.406211797439911,0.355,0.31,8.94063276788664e-57,"0","ZMAT2"
"PCGF5",1.52072327448507e-52,0.527962377815278,0.347,0.307,4.8483699437133e-48,"0","PCGF5"
"UBE2V1",1.37228476548258e-40,0.455948687237421,0.386,0.363,4.37511828931157e-36,"0","UBE2V1"
"GHITM",4.94142147126926e-35,0.357480837697428,0.397,0.383,1.57542399347007e-30,"0","GHITM"
"SELENOK",9.57196814329559e-25,0.341567346705815,0.325,0.305,3.0517348834455e-20,"0","SELENOK"
"PIM1",3.91667726819655e-19,0.257126526631914,0.298,0.271,1.24871504664642e-14,"0","PIM1"
"POLR1D",9.85458393675091e-18,0.394221294924591,0.375,0.382,3.14183845071493e-13,"0","POLR1D"
"PTPRCAP",0,2.78114715320736,0.915,0.107,0,"1","PTPRCAP"
"APOO",0,3.38550047107291,0.893,0.169,0,"1","APOO"
"IL7R",0,2.85600291652632,0.866,0.177,0,"1","IL7R"
"CD3E",0,2.39618163134354,0.944,0.271,0,"1","CD3E"
"IL32",0,1.86386182928951,0.96,0.317,0,"1","IL32"
"TCF7",0,3.24618534129141,0.778,0.159,0,"1","TCF7"
"LTB",0,2.20392497228043,0.958,0.355,0,"1","LTB"
"LDHB",0,2.62971689635608,0.918,0.32,0,"1","LDHB"
"PCED1B-AS1",0,2.38206451219518,0.851,0.255,0,"1","PCED1B-AS1"
"CD3D",0,1.68107352473093,0.827,0.245,0,"1","CD3D"
"TLE5",0,2.13973552523842,0.914,0.345,0,"1","TLE5"
"RBFOX2",0,2.36809001209651,0.908,0.351,0,"1","RBFOX2"
"LEF1",0,3.29333522981049,0.655,0.105,0,"1","LEF1"
"CD7",0,2.40116065718686,0.765,0.222,0,"1","CD7"
"TALAM1",0,2.11519983759339,0.932,0.394,0,"1","TALAM1"
"EEF1G",0,1.93882931841563,0.976,0.442,0,"1","EEF1G"
"NOSIP",0,2.71676594228101,0.759,0.233,0,"1","NOSIP"
"LIME1",0,2.13253719353125,0.733,0.208,0,"1","LIME1"
"CAMK4",0,2.40524985069967,0.664,0.141,0,"1","CAMK4"
"GAS5",0,1.8023956628221,0.822,0.303,0,"1","GAS5"
"FLT3LG",0,3.26989615468032,0.651,0.134,0,"1","FLT3LG"
"NOP53",0,1.78344834509267,0.853,0.34,0,"1","NOP53"
"C12orf57",0,2.11108631711839,0.811,0.308,0,"1","C12orf57"
"RACK1",0,1.91534463786713,0.99,0.487,0,"1","RACK1"
"MAL",0,3.1169368704396,0.618,0.121,0,"1","MAL"
"ENSG000002804411",0,0.968691598860136,0.996,0.501,0,"1","ENSG00000280441"
"ETS1",0,1.73670596666224,0.813,0.321,0,"1","ETS1"
"NPM1",0,1.55064674459883,0.921,0.432,0,"1","NPM1"
"CD52",0,1.02886781324501,0.924,0.439,0,"1","CD52"
"GIMAP5",0,3.12979338829133,0.614,0.129,0,"1","GIMAP5"
"EEF1B2",0,1.72485897367808,0.981,0.499,0,"1","EEF1B2"
"LCK",0,1.95788330790124,0.718,0.242,0,"1","LCK"
"RPL10A",0,1.50336830809201,0.988,0.519,0,"1","RPL10A"
"SNHG29",0,1.78328239082644,0.824,0.355,0,"1","SNHG29"
"ATP5MC2",0,1.2515973506296,0.891,0.424,0,"1","ATP5MC2"
"HSPA8",0,1.91053808262079,0.854,0.39,0,"1","HSPA8"
"RPSA",0,1.84046819334456,0.989,0.53,0,"1","RPSA"
"CCR7",0,3.71195330915656,0.545,0.088,0,"1","CCR7"
"RPL22",0,1.01201704845192,0.977,0.521,0,"1","RPL22"
"RPL4",0,1.61302377618286,0.969,0.515,0,"1","RPL4"
"RPS5",0,1.93853294704356,0.992,0.539,0,"1","RPS5"
"SPOCK2",0,2.20747373964684,0.654,0.202,0,"1","SPOCK2"
"EVL",0,1.76942403096816,0.759,0.309,0,"1","EVL"
"IFITM1",0,0.754444325519108,0.973,0.529,0,"1","IFITM1"
"HINT1",0,1.46462298989741,0.897,0.454,0,"1","HINT1"
"KLF2",0,1.49137191005864,0.951,0.509,0,"1","KLF2"
"PPIA",0,1.33908851399594,0.947,0.507,0,"1","PPIA"
"RPLP0",0,2.14839169001628,0.991,0.551,0,"1","RPLP0"
"RPL36A",0,0.92143551359102,0.95,0.511,0,"1","RPL36A"
"RPL35",0,0.86430329355753,0.974,0.535,0,"1","RPL35"
"RPS21",0,0.930947647545213,0.987,0.548,0,"1","RPS21"
"RPL5",0,1.42721612813528,0.991,0.553,0,"1","RPL5"
"GIMAP7",0,1.76863424105588,0.72,0.284,0,"1","GIMAP7"
"FXYD5",0,1.73339199141698,0.891,0.457,0,"1","FXYD5"
"RPL36",0,1.04071421427699,0.987,0.56,0,"1","RPL36"
"EEF2",0,2.09082575911637,0.973,0.547,0,"1","EEF2"
"CD27",0,3.1365810536303,0.525,0.101,0,"1","CD27"
"RPS20",0,0.551335662597909,0.944,0.523,0,"1","RPS20"
"MT-ND4L",0,1.45392893185728,0.874,0.456,0,"1","MT-ND4L"
"BCL11B",0,1.63045262418626,0.625,0.208,0,"1","BCL11B"
"RPL3",0,1.49848667757068,0.991,0.575,0,"1","RPL3"
"RPL23A",0,0.619234426783372,0.987,0.572,0,"1","RPL23A"
"EIF3F",0,1.61290445277547,0.816,0.402,0,"1","EIF3F"
"SEPTIN1",0,2.5355821461716,0.567,0.153,0,"1","SEPTIN1"
"RPL24",0,1.19985751260363,0.986,0.574,0,"1","RPL24"
"RPL9",0,0.544235399993535,0.983,0.572,0,"1","RPL9"
"PDE3B",0,1.50680478767226,0.647,0.236,0,"1","PDE3B"
"HSP90AB1",0,1.52875536719819,0.843,0.432,0,"1","HSP90AB1"
"ZFP36L2",0,1.46419436306054,0.902,0.492,0,"1","ZFP36L2"
"RPL17",0,1.21400287898383,0.99,0.58,0,"1","RPL17"
"RPS16",0,1.4239241380813,0.99,0.58,0,"1","RPS16"
"SARAF",0,1.57138592078956,0.949,0.54,0,"1","SARAF"
"RPL27",0,0.663844925888,0.955,0.546,0,"1","RPL27"
"RPL31",0,0.91919773393891,0.954,0.547,0,"1","RPL31"
"RPL14",0,1.64377801000294,0.993,0.587,0,"1","RPL14"
"SKAP1",0,0.797943745559787,0.68,0.278,0,"1","SKAP1"
"SLC25A6",0,1.14732728325144,0.869,0.469,0,"1","SLC25A6"
"ENSG000002789961",0,0.434842678511279,0.87,0.47,0,"1","ENSG00000278996"
"CD3G",0,1.17795794462455,0.614,0.216,0,"1","CD3G"
"RPL7",0,0.935782116730438,0.965,0.568,0,"1","RPL7"
"SNRPD2",0,1.57522038757947,0.794,0.397,0,"1","SNRPD2"
"RPL18",0,1.65583552391109,0.993,0.596,0,"1","RPL18"
"MT-ATP8",0,1.40857159262487,0.846,0.45,0,"1","MT-ATP8"
"RPL6",0,1.22292842229181,0.991,0.596,0,"1","RPL6"
"RPL15",0,0.976235344654719,0.988,0.594,0,"1","RPL15"
"RPS23",0,1.3890318356274,0.993,0.599,0,"1","RPS23"
"LINC00861",0,2.26266813453108,0.567,0.173,0,"1","LINC00861"
"SMDT1",0,1.65900286871604,0.751,0.359,0,"1","SMDT1"
"LBH",0,2.20642903404433,0.583,0.191,0,"1","LBH"
"MIF",0,1.36068589435868,0.799,0.41,0,"1","MIF"
"RPL7A",0,1.38075733482049,0.993,0.605,0,"1","RPL7A"
"COX4I1",0,1.14044060150568,0.966,0.579,0,"1","COX4I1"
"SEPTIN6",0,1.71543667181879,0.666,0.279,0,"1","SEPTIN6"
"FCMR",0,2.39512611387117,0.547,0.162,0,"1","FCMR"
"PTMA",0,0.572895993487486,0.989,0.604,0,"1","PTMA"
"RPS4X",0,1.95381487881507,0.995,0.61,0,"1","RPS4X"
"LIMD2",0,1.27052755605448,0.87,0.485,0,"1","LIMD2"
"BACH2",0,1.50890506621446,0.526,0.142,0,"1","BACH2"
"RPL29",0,1.44667018762577,0.992,0.609,0,"1","RPL29"
"INPP4B",0,1.8761334579997,0.517,0.134,0,"1","INPP4B"
"RPL26",0,1.11080127555518,0.993,0.61,0,"1","RPL26"
"RPS13",0,1.6207576817676,0.993,0.611,0,"1","RPS13"
"RPS19",0,1.30427182926428,0.993,0.611,0,"1","RPS19"
"RPS6",0,1.42573657087684,0.992,0.613,0,"1","RPS6"
"CD6",0,2.3420335131942,0.525,0.149,0,"1","CD6"
"PPDPF",0,1.28929841374042,0.83,0.454,0,"1","PPDPF"
"RPL18A",0,1.70486656706553,0.996,0.621,0,"1","RPL18A"
"LAT",0,1.9064209961124,0.546,0.173,0,"1","LAT"
"RPS18",0,1.50519474521966,0.994,0.621,0,"1","RPS18"
"BCL2",0,1.7574536050287,0.551,0.179,0,"1","BCL2"
"ZAP70",0,2.06874947806149,0.514,0.145,0,"1","ZAP70"
"H1-10",0,1.75576801835128,0.642,0.273,0,"1","H1-10"
"ITK",0,1.85958189610952,0.553,0.185,0,"1","ITK"
"EIF3L",0,1.77219707412693,0.679,0.311,0,"1","EIF3L"
"RPL13A",0,1.07992856146211,0.993,0.625,0,"1","RPL13A"
"LEPROTL1",0,1.61128386518653,0.645,0.278,0,"1","LEPROTL1"
"IL2RG",0,1.14480864760908,0.738,0.374,0,"1","IL2RG"
"RPS7",0,1.33212164537332,0.994,0.631,0,"1","RPS7"
"RPS3A",0,1.44369067268025,0.994,0.631,0,"1","RPS3A"
"RCAN3",0,2.33236270678455,0.493,0.131,0,"1","RCAN3"
"RPS25",0,1.35021413116649,0.992,0.63,0,"1","RPS25"
"RPS28",0,1.12786489271418,0.993,0.633,0,"1","RPS28"
"PLAAT4",0,1.03251697084054,0.651,0.292,0,"1","PLAAT4"
"NME2",0,1.21353819008543,0.713,0.354,0,"1","NME2"
"TOMM7",0,0.72976009083415,0.834,0.477,0,"1","TOMM7"
"RPS3",0,1.63047199992123,0.995,0.638,0,"1","RPS3"
"EEF1D",0,1.26196438639174,0.976,0.622,0,"1","EEF1D"
"RPL8",0,1.69285471014521,0.994,0.641,0,"1","RPL8"
"OXNAD1",0,2.3758241321784,0.492,0.141,0,"1","OXNAD1"
"PIK3IP1",0,2.00607134645345,0.56,0.21,0,"1","PIK3IP1"
"EIF4B",0,1.47046738311375,0.741,0.391,0,"1","EIF4B"
"RPS8",0,1.71254794778069,0.995,0.646,0,"1","RPS8"
"AQP3",0,3.57782675294318,0.414,0.065,0,"1","AQP3"
"EIF3K",0,1.12072879286844,0.854,0.506,0,"1","EIF3K"
"SEPTIN9",0,1.72847285494307,0.63,0.283,0,"1","SEPTIN9"
"HNRNPA1",0,0.825340352246647,0.787,0.441,0,"1","HNRNPA1"
"PRKCQ-AS1",0,2.33802285842552,0.462,0.117,0,"1","PRKCQ-AS1"
"EIF3E",0,1.08696639119964,0.733,0.388,0,"1","EIF3E"
"APRT",0,1.45978385321273,0.707,0.362,0,"1","APRT"
"CORO1A",0,0.938565052526505,0.932,0.588,0,"1","CORO1A"
"ENSG00000257322",0,2.38840012342515,0.448,0.106,0,"1","ENSG00000257322"
"COX7C",0,0.779880458171106,0.837,0.495,0,"1","COX7C"
"RPS10",0,1.45490518871813,0.994,0.652,0,"1","RPS10"
"CD48",0,0.895595667799769,0.801,0.46,0,"1","CD48"
"RPL35A",0,0.983325878071831,0.991,0.65,0,"1","RPL35A"
"CD96",0,1.50309269482698,0.541,0.201,0,"1","CD96"
"BTG1",0,0.815109798169334,0.961,0.622,0,"1","BTG1"
"TMEM123",0,1.32724973796095,0.653,0.315,0,"1","TMEM123"
"SUN2",0,1.44200123557887,0.646,0.31,0,"1","SUN2"
"FYB1",0,0.402369046688661,0.807,0.473,0,"1","FYB1"
"RPL19",0,1.61622156648963,0.995,0.662,0,"1","RPL19"
"RPS27A",0,1.43095128027088,0.995,0.665,0,"1","RPS27A"
"MCUB",0,1.93281183872097,0.548,0.219,0,"1","MCUB"
"RPL10",0,1.75738917926015,0.995,0.666,0,"1","RPL10"
"RPL12",0,1.6133338963905,0.994,0.665,0,"1","RPL12"
"TC2N",0,1.75862317727331,0.499,0.17,0,"1","TC2N"
"IKZF1",0,1.16948783368997,0.729,0.401,0,"1","IKZF1"
"RPS24",0,0.782042835983421,0.992,0.664,0,"1","RPS24"
"THEMIS",0,1.73891001555474,0.452,0.125,0,"1","THEMIS"
"LDLRAP1",0,2.76788871873756,0.405,0.079,0,"1","LDLRAP1"
"MYC",0,3.65695890386861,0.389,0.063,0,"1","MYC"
"RPL34",0,0.932854390379497,0.994,0.668,0,"1","RPL34"
"HNRNPA2B1",0,0.835971405044008,0.887,0.563,0,"1","HNRNPA2B1"
"TRAF3IP3",0,1.40783900739676,0.65,0.326,0,"1","TRAF3IP3"
"RPL11",0,1.48241523648122,0.994,0.671,0,"1","RPL11"
"MZT2B",0,1.3159384184497,0.732,0.41,0,"1","MZT2B"
"COMMD6",0,0.948449784134872,0.769,0.447,0,"1","COMMD6"
"RPL39",0,0.373489325554706,0.989,0.667,0,"1","RPL39"
"CNN2",0,0.838303403874548,0.697,0.376,0,"1","CNN2"
"RPL37",0,0.680980384879576,0.99,0.672,0,"1","RPL37"
"DOCK10",0,1.27795801245721,0.61,0.293,0,"1","DOCK10"
"ABLIM1",0,2.36392933540947,0.442,0.126,0,"1","ABLIM1"
"NACA",0,1.11542632238726,0.99,0.674,0,"1","NACA"
"RASA3",0,1.52140563410508,0.569,0.253,0,"1","RASA3"
"RPS15",0,1.43934007052666,0.994,0.678,0,"1","RPS15"
"EIF3H",0,1.23404055056852,0.72,0.405,0,"1","EIF3H"
"ATP5F1D",0,1.18421347211153,0.666,0.352,0,"1","ATP5F1D"
"GSTK1",0,1.36218699424602,0.689,0.376,0,"1","GSTK1"
"ACTG1",0,0.601841953670165,0.942,0.629,0,"1","ACTG1"
"MT-ND5",0,0.435320438579323,0.868,0.555,0,"1","MT-ND5"
"EIF3G",0,1.29545702207315,0.688,0.376,0,"1","EIF3G"
"CD5",0,2.77209627627635,0.398,0.087,0,"1","CD5"
"RPL36AL",0,0.646417201215696,0.863,0.552,0,"1","RPL36AL"
"TMSB10",0,0.570015249225935,0.992,0.682,0,"1","TMSB10"
"RAC2",0,0.67606479039351,0.868,0.558,0,"1","RAC2"
"ATP5MG",0,0.730149357935619,0.831,0.522,0,"1","ATP5MG"
"RHOH",0,1.48544493472478,0.527,0.219,0,"1","RHOH"
"PCED1B",0,1.65322557096432,0.481,0.174,0,"1","PCED1B"
"ATP5PO",0,1.49068079229449,0.606,0.299,0,"1","ATP5PO"
"RPL32",0,1.58735569153406,0.995,0.69,0,"1","RPL32"
"UXT",0,1.3536246952871,0.666,0.361,0,"1","UXT"
"NELL2",0,2.58868649172776,0.372,0.068,0,"1","NELL2"
"PFDN5",0,0.949687025527925,0.966,0.662,0,"1","PFDN5"
"NCL",0,1.13511601019392,0.682,0.38,0,"1","NCL"
"SSR2",0,1.12412527143272,0.708,0.406,0,"1","SSR2"
"MT-ND6",0,1.59866195573664,0.5,0.199,0,"1","MT-ND6"
"TXNIP",0,0.602249300418997,0.973,0.672,0,"1","TXNIP"
"GIMAP4",0,1.31719375568803,0.594,0.294,0,"1","GIMAP4"
"RPL13",0,1.6970217614748,0.997,0.698,0,"1","RPL13"
"HSPB1",0,2.05157679500899,0.479,0.18,0,"1","HSPB1"
"EIF2S3",0,1.46361805667735,0.607,0.31,0,"1","EIF2S3"
"ATM",0,1.30935836822963,0.625,0.328,0,"1","ATM"
"PRKCH",0,0.600571407266604,0.59,0.293,0,"1","PRKCH"
