"gene_name","module","color","kME_grey","kME_Neutrophil-M1","kME_Neutrophil-M2","kME_Neutrophil-M3","kME_Neutrophil-M4","kME_Neutrophil-M5","kME_Neutrophil-M6","kME_Neutrophil-M7","kME_Neutrophil-M8","kME_Neutrophil-M9"
"CDA","Neutrophil-M1","turquoise",0.137355430779558,0.263862648305237,-0.00820272452465152,-0.0650886761703937,0.35354464037278,0.065306477785534,-0.108862484672131,0.127902349262533,0.0759499898232367,0.226588402798441
"EIF4G3","Neutrophil-M1","turquoise",0.406265595599119,0.596356006973006,0.170188098047524,0.08022576711817,0.426954450245074,-0.145031736787647,-0.0510860770011916,0.40088906888717,0.203548928292629,-0.00806149595183154
"ALPL","Neutrophil-M1","turquoise",0.319387966402501,0.484226754599033,0.127422257406262,-0.00333767710147839,0.337100361682852,-0.0651100771121779,-0.062604843462688,0.356461861367891,0.190366769995775,0.0659028203300041
"USP48","Neutrophil-M1","turquoise",0.134580063932929,0.16955202590126,0.0749366831933955,0.0212910620169682,0.120696352780381,-0.0286799252164641,-0.0127629964821608,0.108171948780074,0.0606066594695796,0.0216629670253377
"KDM1A","Neutrophil-M2","blue",0.0810958178977795,0.0377108075674037,0.155400077161136,0.0458379652288533,0.0130535960407218,-0.0367043062335169,0.00502255643496941,-0.00256097066595781,0.00137314500524502,-0.0373104220970824
"RPL11","Neutrophil-M2","blue",0.323686247524649,0.270485043422935,0.351893493333693,0.0509280201266184,0.144530034684382,-0.0786973186376572,0.000834516702906057,0.170774363083502,0.10520869806904,-5.88246715859347e-05
"PITHD1","Neutrophil-M6","black",0.041439790338265,0.0278884860655244,0.0526485931884953,0.0270007032084169,-0.00847091722572422,-0.0599843559051039,0.23123490884869,-0.0036890681771298,-0.0106755084138947,-0.0532067855358767
"NIPAL3","Neutrophil-M2","blue",0.122888616191138,0.0629450250573036,0.228019015642211,0.0460111444399519,0.00868182807439669,-0.0524968935371116,0.0149592290195678,0.0155138194409244,0.00254125036685166,-0.0462182893253441
"RCAN3","Neutrophil-M2","blue",0.256106849468592,0.12363668776766,0.49153926580771,0.116566193140801,0.0356496412512333,-0.0864041132844599,0.031464292392144,0.0207085926291671,0.00557684000715304,-0.0706696196146897
"CLIC4","Neutrophil-M3","brown",0.0238948104385268,0.0222444979024376,0.0107044906119676,0.136976661354631,0.0154507650404378,-0.0177667849017154,0.0167563544683195,-0.0081299149070217,0.0179738929578455,-0.0617315478795215
"RSRP1","Neutrophil-M1","turquoise",0.207879410955595,0.264109128098464,0.0714222361755673,-0.0103700804009263,0.240233425763573,0.0158746689192333,-0.0490141001063864,0.222454400494404,0.131297214942951,0.0197372480352555
"RHD","Neutrophil-M1","turquoise",0.122805983604583,0.173902038778582,0.0794063226417099,0.0537798762009312,0.0921827311540871,-0.0725906775163093,0.0382306199679187,0.111720095452689,0.0496042497488398,-0.044813142279299
"LDLRAP1","Neutrophil-M3","brown",-0.00706166799699715,-0.0299058408299275,0.0607155045931615,0.487506601704785,-0.0646324311671877,-0.174760202213804,0.086974645827316,-0.147781772222186,-0.146199786902699,-0.227567075426983
"MTFR1L","Neutrophil-M3","brown",-0.00925440918091291,-0.0117217604545474,0.00549702904222444,0.239931773462546,-0.0242621572465567,-0.0792646248754063,0.0339927452038567,-0.0624228223660635,-0.0644532966272502,-0.109106453433876
"STMN1","Neutrophil-M2","blue",0.0501444246953283,0.0247672462063267,0.104305957121063,0.00806020679402295,0.00497376929433904,-0.0140681699930108,0.00420197757408411,0.00963184369858001,0.00235979448569215,-0.0153498246505774
"UBXN11","Neutrophil-M3","brown",0.0224148193943194,0.00292981266773262,0.0345574201542727,0.191243781233011,-0.0373159136543953,-0.0751779709803172,0.0395689373882723,-0.0293083380112733,-0.0368091206721305,-0.0927025393743704
"CD52","Neutrophil-M2","blue",0.278831101902225,0.195188548579738,0.452196468477055,0.082591485512036,0.0754243933589321,-0.119091328768792,0.0327967400275175,0.101546497069973,0.0356977896400709,-0.0692953717298988
"SLC9A1","Neutrophil-M1","turquoise",0.144973978247734,0.205679257200446,0.0368967370216294,0.0104758721465702,0.183661563979413,0.0025321595962483,-0.0313287410190185,0.153302694621139,0.0925492616038634,0.0158890133617054
"WDTC1","Neutrophil-M1","turquoise",0.1273548809235,0.196117449972039,0.0306138778231841,0.00191195844743602,0.164964298776389,-0.00770828263088329,-0.0212804870529298,0.13578691324187,0.0776769032156221,0.0282405976516713
"FGR","Neutrophil-M7","magenta",0.227117742471432,0.264249949842312,0.0623280352644354,-0.0320940914281996,0.196667060939795,0.0357459653329834,-0.0643663878522591,0.297974493001122,0.191437624121248,0.0381127283705511
"STX12","Neutrophil-M1","turquoise",0.262050510830959,0.359445016924401,0.131895249451671,0.025547706233438,0.189570466860832,-0.110685464912826,-0.0177725641909514,0.274547005918225,0.131644405163378,-0.0350711730338907
"EYA3","Neutrophil-M1","turquoise",0.153000498025641,0.195956126786474,0.0705944968528524,0.00759379315794767,0.166241206058016,0.00688262769016883,-0.0233786392212259,0.145957573080457,0.0893897122980806,0.016375712507561
"TRNAU1AP","Neutrophil-M1","turquoise",0.130962739050388,0.157145327034385,0.071926432183639,0.0236275673739209,0.100533536129576,-0.0427430367538641,-0.0128601502178209,0.0965119806330256,0.0553666927294405,-0.000120628782140934
"LAPTM5","Neutrophil-M5","red",0.00143582869740882,-0.117907102336143,-0.042720337406074,-0.142007173077064,-0.0760071624171925,0.256629803567307,-0.0971044040389502,0.023047354056581,0.112286043825159,0.18994370219462
"PUM1","Neutrophil-M1","turquoise",0.208522499740844,0.231994402122009,0.155132428292897,0.0386343519114532,0.111683216800878,-0.0714919396063117,-0.00434779949930913,0.164307373567755,0.0844885529171331,-0.0284518612506366
"ZCCHC17","Neutrophil-M3","brown",0.104882541921108,0.130527195577824,0.0778205197884749,0.280404469002045,0.0387680067823513,-0.137316204446796,0.0463558051553127,0.0176894762927941,-0.0294029728741344,-0.121015747377681
"PTP4A2","Neutrophil-M8","green",0.0576295981332923,-0.0436288042051351,0.0805986208394769,0.125171594561374,-0.220578178505752,-0.0676461705766292,0.0375879386653712,0.018299379977758,0.091537138995089,-0.0836244724473772
"KPNA6","Neutrophil-M1","turquoise",0.208925344556663,0.249646474841602,0.127613198696802,0.0192944699080758,0.108693030521932,-0.0892753972181393,0.00232790078647193,0.175071604751858,0.0845003436120386,-0.020173620336494
"LCK","Neutrophil-M2","blue",0.19837301205596,0.0958357621280209,0.360604661058384,0.0503774335623526,0.0161966997855164,-0.0655687007695197,0.015955113748641,0.0440091051976229,0.0166352061449543,-0.0431132440405505
"S100PBP","Neutrophil-M1","turquoise",0.162897278364826,0.214314274902412,0.101951221347289,0.0227593154010765,0.114287714428408,-0.0678601460760627,-0.0178281688472131,0.147117568850484,0.0672047720327777,-0.019929361723789
"PHC2","Neutrophil-M9","pink",0.0666063465270969,0.0685257434375491,-0.0509284932912979,-0.0859805293750271,0.167893988914708,0.159870644581963,-0.0885562587825253,0.113960977595455,0.113130051562049,0.234004502440041
"KIAA0319L","Neutrophil-M1","turquoise",0.14211734660275,0.184013806717806,0.0785605027341076,0.00129843289818334,0.120614483991878,-0.0283798748338583,-0.0202303754264155,0.116371944384757,0.0522413427824189,0.0133734377069781
"AGO4","Neutrophil-M1","turquoise",0.311692131010967,0.436056604438889,0.114967441224863,0.0093663897808629,0.296216728693531,-0.0634990720805374,-0.0559413344371065,0.338231451663322,0.179998483387837,0.0255907450797015
"AGO3","Neutrophil-M1","turquoise",0.187424696393558,0.233212253678052,0.0857469173375895,0.00940558248228918,0.145851504344475,-0.0332326922955849,-0.0236954131551526,0.178113877441966,0.0976341342110273,-0.00918256953362372
"MTF1","Neutrophil-M1","turquoise",0.206997256099692,0.292155985330688,0.097434060806111,0.0145846398564251,0.151740678501927,-0.083387691389794,-0.0230932668152857,0.216450176998444,0.103868626752474,0.00537548509175893
"INPP5B","Neutrophil-M1","turquoise",0.176420861021609,0.236330653779621,0.107641465647793,0.0442392233181896,0.0972870131211029,-0.107070791946779,0.00942804221032627,0.144909614580818,0.0585713465998502,-0.0436016113420686
"NDUFS5","Neutrophil-M3","brown",0.160782893092875,0.140385463676803,0.191869305043655,0.337444405949954,0.0399587072912004,-0.1740596741777,0.0505944172432426,-0.0020042846576137,-0.0423600514107534,-0.147458773870327
"MACF1","Neutrophil-M1","turquoise",0.460231208201529,0.646896770704969,0.27300432560799,0.104720859370257,0.285529549037597,-0.269311264211277,0.00599314202119929,0.445397786697379,0.183629684942407,-0.101030796260551
"PPIE","Neutrophil-M3","brown",0.0867275289143719,0.0357135280598852,0.162354838758311,0.190922564922215,-0.00524026463643687,-0.0889012818155546,0.0481695695122072,-0.0315417726466474,-0.0360910617758455,-0.0929389711994027
"SMAP2","Neutrophil-M5","red",0.082692254458952,0.00682131616289252,-0.0350357743202448,-0.130084430738254,0.0816893862631938,0.263388560289775,-0.0972182961629438,0.111497567215097,0.179704924312298,0.140279149031058
"NFYC","Neutrophil-M1","turquoise",0.166417116186747,0.209271239632167,0.0610008382478412,-0.000353680012075808,0.168386430469191,-0.00381793169859119,-0.0310303845686809,0.168518358672529,0.102567466301083,0.0229856099233971
"SCMH1","Neutrophil-M2","blue",0.128276227605938,0.0747929309571317,0.217174055409183,0.0306569279287575,0.0458269010831223,-0.0219952113562019,0.00467815327500108,0.0277162379779159,0.0171691651611661,-0.0134222246428392
"HIVEP3","Neutrophil-M4","yellow",0.103777114243041,0.0989670195553899,0.0561118765668645,-0.0044597145723559,0.179727711324341,0.0732804988780368,-0.0360040502365724,0.06647635355984,0.0758976199575895,0.0612212051611176
"FOXJ3","Neutrophil-M1","turquoise",0.215656868451199,0.268675068877657,0.141115453310989,0.0325264772974665,0.136657072613503,-0.0839927091807824,-0.0106387712276224,0.193218118568873,0.100048697371589,-0.0414494736498292
"PPCS","Neutrophil-M1","turquoise",0.145338118035221,0.167647564523147,0.0885085739249758,0.0252671878399124,0.111414870282899,-0.0271914126146539,-0.0141839912785633,0.109467555090315,0.0621135134499019,0.0252743163886667
"PPIH","Neutrophil-M2","blue",0.10274525938973,0.0597969533585474,0.159505466401445,0.0252883924194536,0.0208499981962163,-0.0340407521803892,0.00241488961960835,0.0233795361216924,0.0247164023558397,-0.0265768986898231
"YBX1","Neutrophil-M3","brown",0.0739332986385882,0.024952656773624,0.151017582194239,0.199130010474124,-0.0613422424732199,-0.13082454210416,0.175962278056984,-0.0319584061714152,-0.0502371965043265,-0.133360966648526
"SLC2A1","Neutrophil-M1","turquoise",0.0628626455689779,0.092475292849908,0.0334012871839591,-0.00163958147804709,0.0517959707124043,-0.0347163853237289,0.0469456572421799,0.0686151521837643,0.0335554251109169,-0.0103018319887433
"ST3GAL3","Neutrophil-M3","brown",0.0376971776705043,0.0184015108060543,0.0760964226721604,0.173032318204423,-0.000742707191880662,-0.0672561831925087,0.0243205217652709,-0.0378398017604854,-0.0375873229171373,-0.0822404699915524
"ATP6V0B","Neutrophil-M5","red",0.0202223136816229,-0.0471879319244593,-0.0226146476905282,-0.0925385622058065,-0.0243591661100387,0.164089843341523,-0.0651551233643645,0.0231789250618702,0.0666949585737397,0.134690121870909
"RPS8","Neutrophil-M2","blue",0.308906740182087,0.248127588743421,0.411738254695089,0.0511203779510984,0.130507180681527,-0.104247676376688,0.0205976477421873,0.137501769461372,0.0776949087748182,-0.0392050312569477
"PLK3","Neutrophil-M8","green",-0.0247644148411108,-0.116234310715885,-0.0178650183657626,-0.055246074937562,-0.158085126959917,0.0597080793744935,-0.00939266764742113,0.0270452410333126,0.115886205612858,-0.0173896095794893
"UROD","Neutrophil-M3","brown",0.0325999365440991,0.0328141668450043,0.0452014893838407,0.0986932974034901,0.0221631013635174,-0.0710622901726455,0.151559579910922,-0.0271988065015379,-0.0303470671617656,-0.0726853673595604
"TESK2","Neutrophil-M1","turquoise",0.123862595151367,0.150297096755955,0.0282571732481266,0.000443056929060157,0.132023767274943,0.00919788520379451,-0.0330584628129032,0.126441427864998,0.10010202106721,0.0119067272946548
"PRDX1","Neutrophil-M2","blue",0.150141719102707,0.107164391292417,0.224073885291023,0.047099592875681,0.0451796372667397,-0.075520323742104,0.0795329029961061,0.0343640425814013,0.0133811850598535,-0.0400038350188947
"GPBP1L1","Neutrophil-M1","turquoise",0.267408575438347,0.345070334917151,0.148945887985908,0.0696329744768484,0.180405030382012,-0.10956662297945,-0.00908061726225233,0.232376930301063,0.117398236593623,-0.0314265594412901
"UQCRH","Neutrophil-M3","brown",0.106604033792957,0.0838015542307767,0.150812694559501,0.461332214020494,-0.0303212205028731,-0.215260553963983,0.0998454490388655,-0.049388916106402,-0.0794549455829109,-0.214376688742008
