"gene_name","module","color","kME_grey","kME_Neutrophil-M1","kME_Neutrophil-M2","kME_Neutrophil-M3","kME_Neutrophil-M4","kME_Neutrophil-M5","kME_Neutrophil-M6","kME_Neutrophil-M7","kME_Neutrophil-M8","kME_Neutrophil-M9"
"ABHD5","Neutrophil-M1","turquoise",0.196383605617444,0.284555020824345,0.0629268317214056,0.00422087568898438,0.170066020817203,-0.0627635465864402,-0.0360510762293587,0.21640276714048,0.10954853131859,-0.0110560765457738
"ZNF445","Neutrophil-M1","turquoise",0.114589997606642,0.169620994954849,0.0618191820155583,0.00575865907439374,0.0823789576989329,-0.0591722026589808,-0.0153455300626542,0.1239356393607,0.0424110402218381,-0.00270685585440754
"ZDHHC3","Neutrophil-M1","turquoise",0.218305406571467,0.297491961980199,0.106669066064462,0.0317195758514475,0.16670777340213,-0.0873481973382861,-0.0120991483027062,0.205794237432674,0.10181292252107,-0.00980456023243285
"SETD2","Neutrophil-M1","turquoise",0.256783672355232,0.327019659985106,0.125414334701392,0.0144936460906668,0.179786910001152,-0.0715193055309137,-0.0133893021930125,0.25351852809279,0.139523913454313,-0.00694067388086742
"ELP6","Neutrophil-M2","blue",0.106688646086881,0.0593390783107922,0.140355924861896,0.0690112434085361,0.0236602536871663,-0.0346018014001763,0.0141742309988832,0.0165469043615677,0.0123204414430723,-0.0350427385598516
"SMARCC1","Neutrophil-M1","turquoise",0.21503801371532,0.255639736826527,0.133322967672698,0.0159293593482955,0.133855863340302,-0.0609911421622847,-0.0123138384469236,0.203384851884326,0.114256473211059,-0.025331193604987
"MAP4","Neutrophil-M1","turquoise",0.223930889916125,0.29111983420171,0.161275618803826,0.0419979043023938,0.138625347920594,-0.11241352001823,-0.000498252125225132,0.18122403357786,0.0764628581516425,-0.0435316680664898
"TMA7","Neutrophil-M5","red",0.0767682543582796,-0.0037651479932713,0.0487753517034091,0.0231320014724657,0.0538442322612403,0.114144758216655,-0.0445061328391254,-0.00476086872732578,0.0349398555159904,0.0925583242489439
"SHISA5","Neutrophil-M9","pink",0.0232033612808522,0.00668642525160954,-0.0363628064158364,-0.0442394482705308,0.127214642163003,0.143562728021747,-0.0666991536029398,0.0170665424928982,0.0568019984069835,0.167576622874726
"PFKFB4","Neutrophil-M1","turquoise",0.186558410623529,0.266340741848932,0.0730866381328121,0.0108682485280132,0.190690472981054,-0.0488229494198318,-0.0192304084376029,0.186366004192409,0.0961551323833352,0.0163419176771179
"PRKAR2A","Neutrophil-M1","turquoise",0.206114991068793,0.258109240873965,0.129443004617262,0.037329953373664,0.116209170902035,-0.0946396748639146,-0.00316130166113741,0.179980716010431,0.0803819585168434,-0.0162936619714584
"SLC25A20","Neutrophil-M1","turquoise",0.111594889353618,0.136748116209749,0.0725582917660312,0.0314689753394012,0.0812791927766234,-0.0473353875107281,-0.00446872829513456,0.0804344954258273,0.0404020478329548,-0.0082715780997756
"NDUFAF3","Neutrophil-M3","brown",-0.013678385940804,0.000417558699767151,0.0492137191824592,0.462188848872737,-0.0221115823300283,-0.173037426898704,0.0807227961062951,-0.131748174040076,-0.132697458031238,-0.227369510676518
"USP4","Neutrophil-M1","turquoise",0.174229648122665,0.226445427519721,0.0610096052754007,-0.00701808278935907,0.174011785377393,-0.0143613189937031,-0.0303042609433067,0.18769843790817,0.107296177263196,0.00936449445717315
"GPX1","Neutrophil-M3","brown",-0.0582486842757774,-0.0609327358668891,0.042557311008286,0.698027088939294,-0.126360922483565,-0.281388775265413,0.214618849762575,-0.21884513412891,-0.204704158074118,-0.356426632753957
"RHOA","Neutrophil-M5","red",0.0956088417266747,0.0482429844522364,0.00211789506738432,0.0323138752522099,0.0907480704448314,0.140023156014322,-0.0714777617967374,0.0504586435258032,0.0761821124205735,0.109970879628136
"IP6K1","Neutrophil-M1","turquoise",0.212965495259723,0.27085109651148,0.0924696798060594,0.00437326461939885,0.167700929637122,-0.0391461689849159,-0.0313978091826092,0.226817496365853,0.122189238852441,-0.00021505296119294
"UBA7","Neutrophil-M3","brown",-0.0286006367255877,-0.0326806389281517,-0.00907394117193278,0.243705346435141,-0.00293789724666314,-0.0470628902341748,0.0334333080566857,-0.0901139786905798,-0.0742483770187704,-0.085981058831175
